point_index,sweep_angle_deg,a1_raw_mean_error_deg,a1_raw_pointwise_sd_deg,a1_centered_mean_error_deg,a1_centered_pointwise_sd_deg,a1_top_selection_rate,a1_bottom_selection_rate,b_raw_mean_error_deg,b_raw_pointwise_sd_deg,b_centered_mean_error_deg,b_centered_pointwise_sd_deg,b_top_selection_rate,b_bottom_selection_rate,a2_raw_mean_error_deg,a2_raw_pointwise_sd_deg,a2_centered_mean_error_deg,a2_centered_pointwise_sd_deg,a2_top_selection_rate,a2_bottom_selection_rate,a_average_raw_mean_error_deg,a_average_centered_mean_error_deg,b_minus_a_raw_error_deg,b_minus_a_centered_error_deg,b_aligned_source_index,b_aligned_source_angle_deg,b_aligned_centered_mean_error_deg,b_minus_a_aligned_centered_error_deg
40,40.0,-0.086965,0.002439518395093595,-0.04757652777777778,0.011317754721121552,0.0,0.0,-0.08416333333333333,0.0055412032387680355,-0.06920927777777777,0.007500485540044713,0.0,0.0,-0.086965,0.002439518395093595,-0.04757652777777778,0.011317754721121552,0.0,0.0,-0.086965,-0.04757652777777778,0.0028016666666666745,-0.021632749999999992,40,40.0,-0.06920927777777777,-0.021632749999999992
41,41.0,0.042965,0.058187817023841,0.08235347222222222,0.04930958069781304,0.0,0.0,0.07967333333333333,0.004668365167093653,0.09462738888888889,0.005292437791874767,0.0,0.0,0.042965,0.058187817023841,0.08235347222222222,0.04930958069781304,0.0,0.0,0.042965,0.08235347222222222,0.03670833333333333,0.012273916666666662,41,41.0,0.09462738888888889,0.012273916666666662
42,42.0,0.08766499999999999,0.0017606958851545077,0.12705347222222224,0.007117540440873451,0.0,0.0,0.08613333333333334,0.009910813959172746,0.1010873888888889,0.00847354507359213,0.0,0.0,0.08766499999999999,0.0017606958851545077,0.12705347222222224,0.007117540440873451,0.0,0.0,0.08766499999999999,0.12705347222222224,-0.0015316666666666534,-0.025966083333333348,42,42.0,0.1010873888888889,-0.025966083333333348
43,43.0,0.07322000000000001,0.006066976182580571,0.11260847222222221,0.002811260143447387,0.0,0.0,0.07818666666666667,0.002890697724310405,0.09314072222222221,0.0043166624199178355,0.0,0.0,0.07322000000000001,0.006066976182580571,0.11260847222222221,0.002811260143447387,0.0,0.0,0.07322000000000001,0.11260847222222221,0.004966666666666661,-0.019467750000000006,43,43.0,0.09314072222222221,-0.019467750000000006
44,44.0,0.072255,0.011773327906756014,0.11164347222222222,0.020651564232783963,0.0,0.0,0.06123666666666666,0.022990751038914174,0.07619072222222223,0.02376896910312495,0.0,0.0,0.072255,0.011773327906756014,0.11164347222222222,0.020651564232783963,0.0,0.0,0.072255,0.11164347222222222,-0.011018333333333338,-0.03545274999999999,44,44.0,0.07619072222222223,-0.03545274999999999
45,45.0,-0.08695,0.004978031739553288,-0.04756152777777778,0.013856268065581247,0.0,0.0,-0.07840333333333334,0.008556367998942856,-0.06344927777777777,0.010488048727680362,0.0,0.0,-0.08695,0.004978031739553288,-0.04756152777777778,0.013856268065581247,0.0,0.0,-0.08695,-0.04756152777777778,0.00854666666666666,-0.015887749999999992,45,45.0,-0.06344927777777777,-0.015887749999999992
46,46.0,-0.12871,0.034761369363130686,-0.08932152777777778,0.043639605689158645,0.0,0.0,-0.09126333333333332,0.01512236864162931,-0.07630927777777778,0.016823157254305346,0.0,0.0,-0.12871,0.034761369363130686,-0.08932152777777778,0.043639605689158645,0.0,0.0,-0.12871,-0.08932152777777778,0.03744666666666667,0.013012250000000003,46,46.0,-0.07630927777777778,0.013012250000000003
47,47.0,-0.07707,0.016617009357883863,-0.03768152777777778,0.007738773031855903,0.0,0.0,-0.06741,0.014574621778969085,-0.05245594444444444,0.012820424676740437,0.0,0.0,-0.07707,0.016617009357883863,-0.03768152777777778,0.007738773031855903,0.0,0.0,-0.07707,-0.03768152777777778,0.009660000000000002,-0.014774416666666658,47,47.0,-0.05245594444444444,-0.014774416666666658
48,48.0,-0.380315,0.041782939700313076,-0.34092652777777777,0.032904703374285145,0.0,0.0,-0.09001333333333333,0.007178623359205668,-0.07505927777777778,0.007159514803763493,0.0,0.0,-0.380315,0.041782939700313076,-0.34092652777777777,0.032904703374285145,0.0,0.0,-0.380315,-0.34092652777777777,0.2903016666666667,0.26586725,48,48.0,-0.07505927777777778,0.26586725
49,49.0,-0.124405,0.036210938264563106,-0.08501652777777778,0.027332701938535136,0.0,0.0,-0.08750999999999999,0.016546093194467384,-0.07255594444444445,0.014594361963244484,0.0,0.0,-0.124405,0.036210938264563106,-0.08501652777777778,0.027332701938535136,0.0,0.0,-0.124405,-0.08501652777777778,0.03689500000000001,0.01246058333333333,49,49.0,-0.07255594444444445,0.01246058333333333
